Name,Address,Location,Postcode,Website,Website,googleCheck
J S L Computers,The Old Post Office,High Wycombe,HP143XA,http://www.jslgroup.co.uk,T

Umbrella I T,51 Cressex Enterprise Centre,High Wycombe,HP123RL,http://www.umbrella-it.com,T

Technology Recycle Group,Unit 32 Cressex Enterprise Centre,High Wycombe,HP123RL,http://www.sellmytv.com,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,e,p,o,q,-,i,t,-,l,i,m,i,t,e,d
Epoq I T,Unit 9 Anglo Office Park,High Wycombe,HP123RH,http://www.epoq-it.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,f,i,d,g,e,t,-,c,o,m,p,u,t,e,r,-,s,y,s,t,e,m,s
Fidget,Unit 6 Network 4,High Wycombe,HP123RF,http://www.fidget.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
Whitestar Solutions,Unit 15 Bingham Park,Hemel Hempstead,HP13BN,,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,u,k,t,e,c,h,t,i
Uktech,22 Sycamore Road,High Wycombe,HP124TL,http://www.uktech.com,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
,,,,,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,b,l,u,e,b,i,r,d,-,i,t,-,s,o,l,u,t,i,o,n,s
Bluebird I.T Solutions,Unit 4 Abbey Barn Business Centre,High Wycombe,HP109QQ,http://www.bluebirdits.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
Ali & Co,7 Linnet Close,High Wycombe,HP124QJ,,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,h,o,m,e,p,a,g,e,-,c,o,m,p,u,t,e,r,-,s,e,r,v,i,c,e,s
Homepage Computer Services,11 Grove Road,Leighton Buzzard,LU71SF,http://www.hpage.co.uk,T
h,t,t,p,s,:,/,/,a,u,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,l,e,i,g,h,t,o,n,-,c,o,m,p,u,t,e,r,-,s,e,r,v,i,c,e,s
Leighton Computer Services,15 Bridge Street,Leighton Buzzard,LU71AH,http://www.leightoncomputers.com,T

Call 4 Support,61 Soulbury Road,Leighton Buzzard,LU72RW,http://www.call4support.co.uk,T

Simic Technology,144 St Johns Road,Hemel Hempstead,HP11NR,http://www.home-computer-support.com,F
h,t,t,p,s,:,/,/,p,e,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,j,a,m,-,c,r,a,c,k,e,r,s,-,u,k
Jam Crackers,68 North Street,Leighton Buzzard,LU71EN,http://www.jamcrackers.co.uk,T

Vection,Forge Works,High Wycombe,HP143HJ,http://www.vection.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,h,e,x,a,g,o,n,-,c,l,o,u,d
Hexagon I T,111 Marlowes,Hemel Hempstead,HP11BB,http://www.hexagon-it.co.uk,F
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
The It Surgeon,Daisychain Cottage,Chalfont St Giles,HP84DD,,N
h,t,t,p,s,:,/,/,a,u,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,w,e,s,t,t,e,k,-,s,o,l,u,t,i,o,n,s,-,l,t,d,-
Westtec,Apsley Mill Cottage,Hemel Hempstead,HP39QU,http://www.westtek.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,m,c,s,a,g,r,o,u,p,l,t,d
Waverley Customer Help Desk,Holtspur Lane,High Wycombe,HP100AB,http://www.mcsa.co.uk,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,m,c,s,a,g,r,o,u,p,l,t,d
Maindec,Maindec House Holtspur Lane,High Wycombe,HP100AB,http://www.mcsa.co.uk,N

Homecall Computer Services,38 Sawyers Way,Hemel Hempstead,HP24EB,http://www.homecall-computers.com,F

R S J I.T Solutions Co UK,52 Beechtree Avenue,Marlow,SL73NJ,http://www.rsjitsolutions.co.uk,T
h,t,t,p,s,:,/,/,o,m,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,a,t,o,m,i,k,-,r,e,s,e,a,r,c,h
Atomik Biz Ltd,169 Cotefield Drive,Leighton Buzzard,LU73DT,http://www.atomik.biz,F
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
The P C Surgeon,18 Alldicks Road,Hemel Hempstead,HP39JJ,,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,e,m,p,o,w,e,r,e,d,-,s,m,s,-,l,i,m,i,t,e,d
Empowered,Montpelier Chambers,Dunstable,LU63SF,http://www.empowereduk.com,T
h,t,t,p,s,:,/,/,m,k,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,a,c,r,e,l,e,c,?,t,r,k,=,p,u,b,l,i,c,_,p,r,o,f,i,l,e,_,t,o,p,c,a,r,d,_,c,u,r,r,e,n,t,_,c,o,m,p,a,n,y
Acrelec UK,Focus 31,Hemel Hempstead,HP27BW,http://www.acrelec.co.uk,T

Beilby Computing,59 Linslade Road,Leighton Buzzard,LU70AU,http://www.beilbycomputing.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
Sopra Steria,3 Three Cherry Trees Lane,Hemel Hempstead,HP27AH,,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,a,d,m,i,n,-,g,u,r,u,-,c,o,-,u,k
Guru,3 Centro,Hemel Hempstead,HP27SU,http://www.guru.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,t,o,r,i,x
Torix Managed Services Ltd,11a Wessex Road,Bourne End,SL85DT,http://www.torix.co.uk,N
h,t,t,p,s,:,/,/,o,m,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,w,o,r,k,n,e,t,-,l,i,m,i,t,e,d
Work Net,James House 7 Mere Park,Marlow,SL71FJ,http://www.worknet.co.uk,F

Telent,Unit G Breakspear Park,Hemel Hempstead,HP24TZ,http://www.telent.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
,,,,,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,v,o,c,a,l,i,n,k,-,a,-,m,a,s,t,e,r,c,a,r,d,-,c,o,m,p,a,n,y
Vocalink Ltd,17 Humphrys Road,Dunstable,LU54TB,http://www.vocalink.com,T

Day2day It Ltd,9 Thresher Close,Luton,LU40TX,http://www.day2dayit.com,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
Bro-tech Computer Services Ltd,4 Linnet Close,Luton,LU40XJ,,N
h,t,t,p,s,:,/,/,p,k,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,n,e,x,u,s,-,c,o,n,s,u,l,t,-,l,i,m,i,t,e,d
Nexus I.T Support & Repair,Waterford House,Gerrards Cross,SL98ES,http://www.nexusconsultancy.co.uk,F

Commsit,59 Sherborne Way,Rickmansworth,WD33PQ,http://www.commsit.co.uk,F

After Hours Systems,34 Moor Lane,Rickmansworth,WD31LG,http://www.afterhourssystems.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
P C Clinic,146 Marsh Road,Luton,LU32QG,,N

Form I.T Solutions,Premier Business Park,Luton,LU33HP,http://www.weshapeit.com,F
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
Custom Computers UK Ltd,5 Fairfax Avenue,Luton,LU33DE,,N
h,t,t,p,s,:,/,/,a,u,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,p,a,l,-,w,a,v,e,-,s,o,l,u,t,i,o,n,s,-,l,t,d
Opal Wave,Unit 20 Building 6,Watford,WD188YH,http://www.opalwave.com,F
h,t,t,p,s,:,/,/,c,a,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,a,i,r,w,e,b,s,o,l,u,t,i,o,n,s
Airweb Solutions,1st Floor Unit 5 Century Court,Watford,WD189PX,http://www.airwebsolutions.com,F
h,t,t,p,s,:,/,/,o,m,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,n,e,w,-,w,o,r,l,d,-,i,t
New World It,Unit 2 The Metro Centre,Watford,WD189SS,http://www.newworldit.co.uk,T
h,t,t,p,s,:,/,/,u,k,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,e,x,i,g,o,-,t,e,c,h,n,o,l,o,g,i,e,s,-,l,i,m,i,t,e,d
Exigo Technologies,13 Woodville Court,Watford,WD174LD,http://www.exigo-technologies.com,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
3rd Concept Ltd,13 Woodville Court,Watford,WD174LD,,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,t,e,c,h,n,i,c,a,l,-,s,u,p,p,o,r,t,-,&,-,s,y,s,t,e,m,s,-,l,t,d
T S S,Unit 14 Orbital 25 Business Park,Watford,WD189DA,http://www.uk-tss.com,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,r,e,n,a,i,s,s,a,n,c,e,-,c,o,m,p,u,t,e,r,-,s,e,r,v,i,c,e,s
Renaissance Computer Services Ltd,Unit 20 Orbital 25 Business Park,Watford,WD189DA,http://www.renaissance.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
Alignment Systems Ltd,54 The Avenue,Watford,WD174NX,,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
Tull Computer Services Ltd,65 Regent Street,Watford,WD245AT,,N
h,t,t,p,s,:,/,/,z,a,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,n,e,t,s,h,a,r,e,-,c,o,m,p,u,t,e,r,s,-,l,t,d
Netshare Computers LLP,288 St Albans Road,Watford,WD246PE,http://www.netshare.net,T

Odyssey Education Ltd,3 St Marys Road,Luton,LU13JA,http://www.odysseyeducation.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
Cabledan,36 Bruce Grove,Watford,WD244DR,,N

C S S G,Unit 1 Kingham Way,Luton,LU27RG,http://www.cssg.co.uk,F
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,l,a,-,t,e,c,h,n,o,l,o,g,i,e,s
P C Home Help,13 Cranleigh Gardens,Luton,LU31LS,http://www.pc-homehelp.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
Automotive Innovations Ltd,Meridien House,Watford,WD171DS,,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,b,a,y,-,t,e,c,h,n,o,l,o,g,y,-,g,r,o,u,p
C A E Technology Services Ltd,C A E House,Watford,WD244PT,http://www.caeuk.com,F
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
,,,,,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,s,u,d,l,o,w,s,-,l,t,d
Sudlows,Building 7,Watford,WD244YW,http://www.sudlows.com,T

Micropoint Computer Services,34 Arbour Close,Luton,LU34AQ,http://www.micropoint.org.uk,F
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
Jklp Systems,68 Walton Road,Bushey,WD232FE,,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
Advi Technologies Ltd,23 Fulford Grove,Watford,WD197QQ,,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
Demi Power,Unit 9 Wigmore Park Centre,Luton,LU29XG,,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,b,l,s,-,c,o,m,p,u,t,e,r,-,s,o,l,u,t,i,o,n,s,-,l,i,m,i,t,e,d
B L S Computer Solutions,Unit E 6 Basepoint Business Centre,Luton,LU28DL,http://www.blscomputersolutions.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,t,u,s,t,o,n,e,-,t,e,c,h,n,i,c,a,l,-,s,e,r,v,i,c,e,s,-,l,i,m,i,t,e,d
Tustone Technical Services Ltd,Basepoint Innovation Centre,Luton,LU28DL,http://www.tustone.co.uk,T
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,l,a,t,i,t,u,d,e,-,i,t,-,l,t,d
Latitude-I T,64 Harcourt Road,Bushey,WD233PE,http://www.latitude-it.net,T

Problems With My P C,6 Hogarth Court,Bushey,WD231BT,http://www.problemswithmypc.co.uk,T

Zest Solutions,Unit 22 The Rufus Centre,Bedford,MK451AH,http://www.zestsolutions.co.uk,N
h,t,t,p,s,:,/,/,w,w,w,.,l,i,n,k,e,d,i,n,.,c,o,m,/,c,o,m,p,a,n,y,/,o,r,-,t,o,d,a,y
,,,,,N
